has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,label
1,1,1,0,0,1,0,0,1,0,0,4,1,0,0,132,0,0,2,16,19,3,1,1,0,3877,0,278,28,265,0,0,0,0,0,1,9,0,0,0,0,52,0,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,44,0,0,2,17,9,57,1,1,0,3939,0,31,7,139,3,1,0,0,1,0,22,1,0,0,0,32,0,0
1,1,1,0,0,1,0,0,1,0,0,30,16,0,19,59,0,0,24,42,80,71,1,1,1,12723,2,117,58,787,0,0,1,0,0,1,14,0,0,0,0,56,0,0
1,1,1,0,0,1,0,0,1,0,0,3,104,0,27,396,0,0,12,360,39,42,1,1,1,68663,98,448,259,760,0,1,1,0,0,1,29,1,0,1,4,178,0,0
1,1,1,0,0,1,0,0,0,0,0,2,9,0,0,0,0,0,17,0,15,14,0,0,0,384,6,22,3,49,0,1,1,0,0,0,7,0,0,0,0,8,0,0
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,8,6,0,0,0,242,0,18,2,13,0,0,1,0,0,0,4,0,0,0,0,10,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,4,0,0,0,18,0,5,1,5,0,0,0,0,0,0,13,0,0,0,0,12,0,0
1,0,1,0,0,1,0,0,0,0,0,0,27,0,0,169,0,0,17,19,17,21,1,1,1,12708,21,175,27,151,0,1,0,0,0,0,10,1,0,1,5,62,0,0
1,1,1,0,0,1,0,1,1,0,1,5,25,0,0,87,0,0,26,16,37,38,1,1,1,10632,24,109,53,379,0,1,1,0,0,1,50,1,0,1,26,324,0,0
1,1,1,0,0,1,0,0,0,0,0,1,125,0,0,0,0,0,39,1,38,27,0,0,1,3882,7,142,33,487,0,0,1,0,1,0,20,0,0,0,0,316,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,35,9,0,0,0,69,0,1,0,3,0,0,0,0,0,0,35,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,0,0,0,1,9,0,0,61,0,0,181,19,13,55,1,1,0,3751,0,78,15,81,15,1,1,0,1,0,19,1,0,0,0,56,0,0
1,0,1,0,0,1,0,0,0,0,0,0,4,0,240,15,0,0,14,13,16,8,1,1,1,3860,0,69,28,212,0,1,0,0,0,0,15,1,0,1,71,169,0,0
1,0,1,0,0,1,0,0,0,0,0,0,17,0,11,106,0,0,7,42,10,72,1,1,1,9511,17,90,12,164,0,1,0,0,1,0,16,1,0,1,10,21,0,0
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17,0,40,7,0,0,0,158,0,15,0,292,0,0,0,0,1,1,7,0,0,0,0,1,0,0
1,1,0,0,1,1,1,0,1,0,0,15,0,0,5,0,0,6,8,0,90,48,1,0,0,6595,0,167,18,218,0,0,1,0,0,1,39,0,0,0,0,185,6,0
1,0,1,0,0,1,0,0,0,0,0,0,9,1,0,107,0,0,11,52,23,59,1,1,1,7929,2,137,31,142,0,1,0,0,1,0,14,1,0,1,1,48,0,0
1,1,1,0,0,1,0,0,1,0,0,33,9,0,0,166,0,0,30,89,43,30,1,1,1,12603,2,208,69,322,0,0,0,0,0,1,31,1,0,0,0,90,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0,4,0,7,66,0,0,13,8,28,33,0,1,1,2250,0,111,13,143,3,1,0,0,1,0,31,0,0,1,36,28,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,1,0,13,0,20,166,0,0,35,49,16,65,1,1,1,19637,0,133,47,459,0,0,0,0,0,0,26,1,0,1,31,163,0,0
1,1,1,0,0,1,0,1,0,0,0,2,10,0,0,103,0,0,32,75,8,77,1,1,1,15558,5,152,11,223,0,1,1,0,0,1,23,1,0,0,0,22,0,0
1,1,1,0,1,1,0,0,0,0,0,3,3,0,0,27,0,0,10,10,5,84,1,0,1,4705,2,66,13,44,0,0,1,0,1,1,17,1,0,0,0,8,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,20,0,0,0,535,0,108,0,39,0,0,0,0,0,0,10,0,0,0,0,1,0,0
1,1,0,0,1,1,0,0,1,0,0,11,0,0,0,57,0,0,3,15,7,72,0,1,1,1883,0,75,18,37,0,1,1,0,0,1,5,0,0,0,0,27,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,179,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,0,0,2,8,0,0,171,0,0,22,18,41,38,1,1,1,5894,0,209,32,608,0,0,1,0,0,1,16,1,0,1,0,246,0,0
1,1,1,0,0,1,0,1,0,0,1,6,16,0,35,26,0,0,50,0,13,65,0,1,1,12246,0,139,25,337,0,1,1,0,1,1,11,1,0,1,7,272,0,0
1,1,1,0,1,1,0,0,0,0,0,3,3,0,0,59,0,5,6,62,14,63,1,0,1,9488,2,110,39,148,5,1,1,0,1,1,25,0,0,0,0,37,1,0
1,1,1,0,1,1,1,1,0,0,0,3,1,0,0,4,0,0,5,0,5,22,1,0,0,389,1,10,3,48,0,0,1,0,0,0,15,0,0,0,0,1,0,0
1,1,1,0,0,1,0,0,0,0,0,1,16,0,0,3,0,0,109,3,79,22,0,1,1,595,13,36,7,90,0,0,1,0,0,0,10,1,0,0,0,24,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,14,0,0,0,327,0,13,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,179,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
1,1,1,0,1,1,0,0,1,0,0,8,4,0,0,110,0,0,2,2,4,68,0,1,1,7319,0,161,28,55,0,0,1,0,0,1,10,0,0,0,0,13,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,179,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
1,1,1,0,0,1,1,0,1,0,0,6,1,0,0,43,0,0,25,0,16,39,0,1,0,892,0,46,2,32,0,0,1,0,0,1,18,0,0,0,0,2,0,0
1,0,1,0,0,1,0,0,0,0,0,0,5,0,0,143,0,0,6,30,8,41,1,0,0,4372,5,154,14,28,0,1,0,0,0,0,20,1,0,0,0,9,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,1,0,0,1,1,0,1,0,1,17,7,0,0,230,0,0,54,22,50,63,1,1,1,24007,4,465,129,1098,0,0,1,0,1,1,8,0,0,0,8,567,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,61,12,0,0,18,7,3,56,0,1,1,3173,0,16,42,25,0,1,0,0,0,0,25,0,0,0,0,2,0,0
1,0,1,0,0,1,0,0,0,0,0,0,13,0,11,88,0,0,7,26,10,64,1,1,1,7063,13,72,10,127,0,1,0,0,1,0,16,1,0,1,10,21,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,40,0,0,0,40,0,0,0,9,0,0,0,0,0,0,24,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,6,0,0,0,58,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19,0,4,25,0,0,0,66,0,2,0,21,0,0,1,0,0,1,16,0,0,0,0,2,0,0
1,1,1,0,0,1,0,0,0,0,0,1,7,0,0,73,0,0,18,12,21,55,1,1,1,7852,5,105,7,295,0,1,0,0,0,0,18,1,0,1,2,60,0,0
1,1,0,0,1,1,0,0,1,0,0,9,0,0,0,140,0,0,15,55,20,67,0,1,1,6767,0,188,16,137,0,1,1,0,1,1,21,1,0,1,46,37,0,0
1,1,0,0,1,1,0,0,1,0,0,15,0,0,0,72,0,3,9,12,27,42,1,1,0,4756,0,83,1,121,0,0,1,0,1,1,5,1,0,0,0,61,2,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0,0,3,5,7,12,1,1,0,2191,0,73,1,55,0,0,0,0,1,0,5,0,0,0,0,8,0,0
1,1,1,0,0,1,0,0,1,0,0,9,8,0,30,88,0,0,56,18,37,56,1,1,1,5812,8,109,7,153,0,1,1,0,1,0,24,1,0,0,0,34,0,0
1,1,1,0,0,1,0,1,0,0,0,3,50,0,0,238,0,0,5,33,16,21,1,1,1,21194,40,332,29,269,0,1,0,0,1,1,23,1,0,0,0,85,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,7,0,9,35,0,0,0,328,0,27,1,12,0,0,0,0,0,0,13,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,8,6,0,0,0,281,0,20,2,15,0,0,1,0,0,0,4,0,0,0,0,10,1,0
1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,219,0,0,21,84,23,66,0,1,1,12151,1,301,75,762,56,1,0,0,1,0,24,1,0,1,37,60,0,0
1,1,1,0,1,1,0,1,0,0,0,9,8,0,0,28,0,0,11,0,14,6,0,1,1,8034,2,103,21,377,1,1,1,0,1,0,26,1,0,0,0,22,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,51,11,0,0,0,23,0,0,1,7,0,0,0,0,0,0,27,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,0,0,0,1,33,0,0,60,0,0,17,19,11,119,1,0,1,10973,0,302,61,494,0,1,0,0,0,0,20,1,0,0,0,153,0,0
1,1,1,0,1,1,0,0,1,0,0,9,23,0,1,326,0,5,59,47,36,54,1,1,1,7495,8,363,85,389,0,1,1,0,0,1,23,1,0,0,0,137,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0,0,1,0,0,21,0,0,9,605,3,10,3,22,101,3,1,0,1,18522,0,1358,118,644,0,0,1,1,0,1,14,0,0,0,0,211,3,0
1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,45,0,0,21,0,12,31,1,0,1,976,0,68,0,54,0,1,1,0,0,1,32,0,0,0,0,7,0,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,37,0,0,7,1,3,18,0,0,1,2075,0,62,11,92,0,0,0,0,0,0,10,0,0,1,9,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,11,16,28,35,0,1,1,2910,0,105,28,415,0,0,0,0,0,0,25,0,0,0,0,114,0,0
1,1,1,0,0,1,0,0,1,0,0,14,4,0,0,105,0,0,5,75,15,5,1,1,1,20120,3,414,140,440,0,0,1,0,1,0,15,0,0,0,0,629,0,0
1,1,0,0,0,1,0,0,1,0,0,7,0,0,20,33,0,0,54,36,4,50,1,1,1,11096,0,121,87,254,0,1,1,0,1,0,17,1,0,1,5,117,0,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,44,0,0,2,17,9,57,1,1,0,3939,0,31,7,139,3,1,0,0,1,0,22,1,0,0,0,32,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,11,0,0,0,48,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,0,0,1,1,10,0,0,249,0,0,18,19,17,78,1,1,1,17784,0,249,63,481,0,0,1,0,1,1,12,0,0,0,3,12,0,0
1,1,1,0,0,1,0,0,0,0,1,2,1,0,0,13,0,0,12,10,15,38,1,1,0,3225,0,20,1,74,0,1,0,0,0,0,3,1,0,0,0,31,0,0
1,1,1,0,0,1,0,0,1,0,0,5,1,0,0,47,0,0,15,21,10,12,1,0,0,810,0,49,1,48,0,1,1,0,1,0,16,1,0,1,1,102,0,0
1,1,1,0,1,1,0,0,1,0,0,16,1,0,0,11,0,0,43,4,17,136,1,0,0,946,1,30,2,46,0,0,1,0,0,1,24,0,0,0,0,16,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,6,17,58,0,0,0,536,0,9,0,13,0,0,0,0,0,0,43,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,23,6,19,52,1,1,1,3827,2,28,28,168,0,0,0,0,0,0,16,0,0,0,0,3,0,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,447,0,0,19,29,5,42,1,1,1,9221,1,480,14,112,0,1,0,0,0,0,8,1,0,0,0,32,0,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,11,66,0,0,36,31,34,69,1,1,1,19065,1,152,32,837,0,1,0,0,1,0,20,1,0,0,0,161,0,0
1,1,1,0,0,1,1,0,0,0,0,5,3,0,0,137,0,0,29,0,13,46,1,0,1,12605,0,328,59,558,0,1,1,0,1,1,10,1,0,0,0,117,0,0
1,1,1,0,0,1,0,0,0,0,0,19,19,0,0,244,0,0,44,16,12,43,0,1,1,31581,1,498,37,1187,0,1,1,1,1,1,23,1,0,1,111,60,0,0
1,0,1,0,0,1,0,0,0,0,1,0,6,0,0,217,0,0,9,21,29,57,1,1,1,10041,2,271,31,327,0,1,0,0,0,0,24,1,0,0,0,131,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,93,0,1,0,144,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,0,0,3,33,4,139,1,1,0,4141,0,37,13,14,0,1,0,0,0,0,12,0,0,0,0,20,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,292,0,0,16,18,29,2,0,0,0,8960,0,507,88,306,0,1,0,0,0,0,9,1,0,0,0,199,0,0
1,1,1,0,0,1,0,0,0,0,0,1,11,1,0,32,0,0,10,4,16,6,0,1,1,6285,0,206,3,295,0,1,1,0,0,1,23,1,0,0,0,34,0,0
1,1,0,0,1,1,0,0,0,0,0,8,0,0,0,58,0,0,6,26,12,47,1,1,1,13801,0,375,194,870,0,1,1,0,1,0,10,1,0,0,0,34,0,0
1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,88,0,0,28,162,12,23,0,1,0,2055,0,102,45,460,0,0,0,0,0,1,23,0,0,1,58,172,0,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,1,19,66,0,0,0,190,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,0,0,0,2,5,0,0,54,0,0,9,36,17,63,1,1,1,10914,1,114,43,266,0,1,1,0,0,1,10,1,0,0,0,51,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46,0,0,4,27,2,26,1,0,0,4940,0,62,2,12,0,1,0,0,1,0,11,1,0,0,0,16,0,0
1,1,1,0,0,1,0,0,1,0,0,5,15,0,0,281,0,0,28,4,12,69,1,1,1,40488,0,401,66,1129,0,1,1,0,1,1,37,1,0,1,352,372,0,0
1,1,1,0,0,1,0,0,1,0,0,32,10,0,19,34,0,0,12,13,79,53,1,1,1,5726,2,61,29,445,0,0,1,0,0,1,13,0,0,0,0,60,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172,0,0,7,20,46,14,1,1,1,19562,0,282,61,404,0,1,0,0,0,0,14,1,0,0,0,169,0,0
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,51,0,0,6,53,2,31,1,1,1,9267,0,110,22,65,0,0,1,0,0,0,3,0,0,0,0,65,0,0
1,1,1,0,0,1,0,1,0,0,0,1,47,0,0,218,0,0,107,129,3,72,1,1,1,10431,45,236,108,631,0,1,1,0,0,0,17,1,0,0,0,138,0,0
1,1,1,0,0,1,0,0,1,0,1,25,66,0,298,460,0,0,39,163,21,72,1,1,1,66177,6,529,64,1167,0,1,1,0,1,1,23,1,0,0,7,649,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0,11,6,0,0,0,6,0,0,0,16,2,0,0,0,0,0,32,0,0,0,0,0,0,0
1,1,0,0,1,1,0,0,1,0,0,6,0,0,42,42,0,4,7,0,59,98,0,1,0,3949,0,122,19,178,0,0,1,0,0,1,13,0,0,0,0,55,2,0
1,1,1,0,0,1,0,1,1,0,0,16,19,0,16,137,7,7,92,22,177,87,1,1,1,8804,14,226,24,364,0,0,1,0,1,0,56,1,0,1,0,263,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,117,6,0,0,0,216,0,0,1,8,0,1,0,0,0,0,42,0,0,0,0,0,0,0
1,1,1,0,1,1,0,0,1,0,0,12,1,0,0,108,0,0,8,11,25,73,1,1,1,5966,1,148,19,149,0,1,1,1,0,1,5,1,0,0,0,24,0,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,37,0,0,7,1,3,18,0,0,1,2075,0,62,11,92,0,0,0,0,0,0,10,0,0,1,9,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,181,0,0,4,72,40,10,1,1,0,7250,0,163,66,923,0,1,0,0,0,0,21,1,0,1,57,497,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,32,0,0,0,222,0,0,2,1,0,0,0,0,0,0,37,0,0,0,0,0,0,0
1,1,1,0,0,1,0,1,0,0,0,2,16,0,0,10,0,0,24,33,15,46,0,1,0,2955,13,32,47,136,0,0,1,0,1,0,26,0,0,1,2,23,0,0
1,1,1,0,0,1,0,0,0,0,0,1,30,0,1,14,0,0,159,26,32,19,1,1,1,4674,20,38,12,311,0,1,0,0,0,1,16,0,0,1,3,18,0,0
1,0,1,0,0,1,0,0,0,0,0,0,4,0,240,15,0,0,8,6,16,13,1,1,1,2675,0,66,4,58,0,1,0,0,0,0,16,1,0,0,0,117,0,0
1,1,1,0,0,1,0,0,0,0,0,2,3,0,0,26,0,0,36,8,24,47,1,1,1,2918,0,60,7,69,0,1,1,0,1,0,18,1,0,0,0,10,0,0
1,1,1,0,0,1,0,0,1,0,0,9,11,0,0,19,0,0,30,47,46,6,1,0,0,534,4,87,86,279,0,0,1,0,0,0,11,0,0,0,0,43,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,233,9,6,62,36,25,46,1,1,1,13312,0,283,19,284,1,0,0,0,0,0,19,0,0,0,0,39,1,0
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,38,3,24,38,1,1,1,1412,0,32,3,82,0,0,0,0,1,0,19,0,0,0,0,30,0,0
1,1,1,0,0,1,0,0,0,0,0,1,13,0,0,8,0,0,35,0,25,168,0,1,1,4166,12,152,17,282,0,1,1,0,0,1,25,1,0,0,0,118,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,20,0,0,0,535,0,108,0,39,0,0,0,0,0,0,10,0,0,0,0,1,0,0
1,0,1,0,0,1,0,0,0,0,1,0,6,0,0,167,0,0,257,30,10,45,1,1,1,9158,0,166,100,400,0,1,0,0,1,0,37,1,0,0,2,89,0,0
1,1,0,0,1,1,0,0,1,0,0,8,0,0,40,96,0,4,7,2,111,35,0,1,0,3862,0,212,88,379,0,0,1,0,0,1,13,0,0,0,0,253,2,0
1,0,1,0,0,1,0,0,0,0,1,0,160,0,0,59,0,0,125,32,62,31,1,1,0,42069,62,518,333,1308,0,1,0,0,0,0,29,1,0,1,61,2465,0,0
1,1,1,0,0,1,0,0,0,0,0,1,2,0,0,20,0,0,17,6,10,71,0,0,0,1437,1,46,1,348,0,0,1,0,0,1,8,0,0,0,0,25,0,0
1,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,13,0,9,33,0,0,0,221,0,2,0,15,0,0,1,0,0,1,13,0,0,0,0,2,0,0
1,1,0,0,0,1,0,0,1,0,0,19,0,0,8,192,0,0,17,9,34,36,1,1,1,5321,0,231,23,354,1,1,0,0,1,0,12,1,0,0,0,24,0,0
1,1,1,0,0,1,0,0,0,0,0,3,8,0,0,61,0,0,9,25,11,66,1,1,1,6113,4,133,37,155,9,1,1,0,0,0,16,1,0,1,4,72,0,0
1,0,1,0,0,1,0,0,0,0,0,0,24,0,0,24,0,0,83,20,22,54,1,1,1,3587,16,46,13,217,0,1,0,0,0,0,29,0,0,1,3,74,0,0
1,0,1,0,0,1,0,0,0,0,1,0,7,0,0,67,0,0,24,17,24,43,1,1,1,3799,0,100,21,96,9,1,0,0,1,0,21,1,0,0,15,49,0,0
1,0,1,0,0,1,0,0,0,0,0,0,9,0,0,33,0,0,41,47,38,52,1,1,1,6610,1,76,18,260,0,1,0,0,0,0,23,1,0,0,0,153,0,0
1,1,1,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,13,100,51,67,1,1,1,9648,2,92,162,787,0,1,1,0,0,0,17,1,0,1,160,54,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57,0,0,10,38,15,10,1,1,1,3639,0,119,39,189,0,0,0,0,0,0,6,0,0,0,0,14,0,0
1,0,1,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,31,5,36,53,1,1,1,2547,1,21,3,114,0,0,0,1,0,0,15,1,0,0,0,39,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,0,0,77,4,10,75,1,1,0,4735,0,102,13,88,0,1,0,0,0,0,12,1,0,1,68,2,0,0
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,8,6,0,0,0,252,0,19,2,13,0,0,1,0,0,0,4,0,0,0,0,10,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,531,0,23,17,19,0,0,0,0,0,0,3,0,0,0,0,17,0,0
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,14,41,1,1,0,1405,0,42,9,50,0,0,0,0,1,0,21,1,0,0,0,23,0,0
1,1,1,0,0,1,0,0,0,0,0,3,3,0,0,404,0,0,10,53,11,70,1,1,1,17106,3,493,9,1179,0,0,0,0,1,1,33,1,0,0,0,132,0,0
1,1,1,0,0,1,0,0,1,0,0,4,57,0,0,280,0,0,12,19,19,53,1,1,1,7660,0,275,18,231,24,1,0,0,0,0,31,1,0,1,23,82,0,0
1,1,1,0,1,1,0,0,1,0,0,37,5,0,0,35,0,0,12,2,26,31,0,0,0,814,1,37,1,27,0,0,1,0,1,0,28,0,0,0,0,4,0,0
1,1,1,0,0,1,0,0,0,0,0,1,5,0,0,75,0,0,43,11,65,112,0,1,0,15298,1,466,31,1241,14,1,0,0,0,0,24,1,0,0,0,305,0,0
1,1,1,0,0,1,0,0,1,0,0,8,15,0,0,125,0,0,10,28,19,42,1,0,1,8372,11,183,15,341,0,1,1,0,0,1,39,1,0,0,0,121,0,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,31,0,0,8,7,7,46,1,1,1,2003,0,35,9,44,0,1,0,0,0,0,11,0,0,0,0,11,0,0
1,0,1,0,0,1,0,0,0,0,0,0,6,0,0,28,0,0,74,71,48,46,1,1,1,2337,6,102,0,305,0,0,0,0,1,0,17,1,0,1,0,98,0,0
1,1,0,0,1,1,0,0,1,0,0,10,0,0,0,6,0,0,45,5,42,108,0,0,1,3705,0,137,22,128,0,1,1,0,0,1,20,0,0,0,0,69,0,0
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,8,6,0,0,0,242,0,18,2,13,0,0,1,0,0,0,4,0,0,0,0,10,1,0
1,1,1,0,0,1,0,0,0,0,0,2,4,0,0,38,0,0,16,9,5,65,1,1,0,3382,0,60,7,61,1,1,1,0,1,0,20,1,0,0,0,14,0,0
