has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,label
1,1,0,0,1,1,0,1,0,0,0,6,0,0,0,81,0,0,8,31,60,78,1,0,0,21166,0,192,44,566,0,0,1,0,1,1,15,1,0,0,0,39,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,1,0,1,0,0,11,7,0,0,150,7,1,8,3,41,69,1,0,1,8570,2,333,124,398,0,1,1,0,1,1,20,1,0,0,0,76,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,1,0,13,0,0,0,0,0,69,33,35,63,1,1,1,13281,5,178,141,265,0,1,0,0,0,0,27,1,0,1,18,281,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,0,0,3,8,0,30,311,0,0,14,21,26,53,1,1,1,9196,2,342,64,593,0,1,0,0,1,1,25,0,0,0,0,161,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,1,0,0,54,2,0,0,194,0,0,16,11,64,48,0,1,1,6610,2,255,8,193,0,0,1,0,1,1,31,1,0,0,0,35,2,0
1,1,1,0,0,1,0,0,0,0,0,2,48,0,10,157,0,0,16,22,9,41,1,1,1,15233,1,396,76,1379,59,1,1,0,1,1,17,1,0,0,0,367,0,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,8,5,5,12,0,0,1,1762,0,30,63,429,0,1,0,0,1,0,4,1,0,0,0,110,0,0
