has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,label
1,1,1,0,0,1,0,0,0,0,0,4,14,0,0,94,0,0,84,13,32,85,1,1,0,7657,8,127,19,145,0,1,1,0,1,1,77,1,0,0,0,132,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,0,0,1,3,0,0,3,0,0,10,3,19,60,0,0,0,3995,2,55,24,484,0,1,1,0,0,1,8,1,0,0,0,12,0,0
1,0,1,0,0,1,0,0,0,0,0,0,8,0,0,105,0,0,3,59,18,27,1,1,1,6660,4,186,141,431,0,1,0,0,0,0,18,1,0,0,0,213,0,0
1,1,1,0,0,1,0,0,1,0,0,4,6,0,1,66,0,0,4,9,34,62,0,1,0,5741,5,183,60,514,0,1,1,0,1,1,27,1,0,0,0,150,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,1,0,1,11,4,0,44,121,0,0,32,20,37,42,1,1,0,6214,2,246,14,146,0,1,1,0,1,1,16,1,0,0,1,4,0,0
1,1,1,0,0,1,0,0,1,0,0,28,12,0,0,66,0,0,13,59,7,24,1,1,1,4587,0,93,11,74,2,1,1,0,0,0,19,1,0,1,3,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,0,0,2,2,0,0,39,0,0,16,8,24,58,0,0,1,3728,0,126,18,190,0,0,0,0,0,1,22,0,0,0,0,94,0,0
1,1,1,1,0,1,0,1,0,0,0,1,12,1,0,105,0,0,35,10,22,40,1,1,1,11731,0,229,142,634,3,1,1,0,0,0,41,1,0,1,118,207,0,0
1,1,1,0,0,1,0,0,1,0,0,2,1,0,0,149,0,0,41,13,27,58,1,1,0,6349,0,154,25,245,11,1,1,0,1,0,27,1,0,1,2,46,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,1,0,0,3,13,0,0,657,0,0,49,6,3,75,1,1,1,22684,11,1020,125,304,0,0,1,0,0,0,12,1,0,0,0,982,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,155,0,0,101,40,26,63,1,1,1,15555,0,121,12,590,0,0,0,0,0,0,19,1,0,0,6,38,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,1,0,1,1,0,0,5,10,35,0,90,30,43,11,30,9,67,1,1,1,20315,0,261,47,555,0,1,1,0,0,1,14,1,0,1,35,69,10,0
1,1,1,0,0,1,0,0,0,0,0,1,3,0,0,281,0,0,21,3,36,24,1,1,0,18041,3,336,2,217,0,1,0,0,1,0,16,1,0,0,0,135,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,2,2,1,32,0,0,0,246,0,13,1,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,1,1,0,0,0,2,1,0,0,0,0,1,1,0,8,4,0,1,1,461,0,0,2,14,0,0,1,0,1,0,25,0,0,0,0,4,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,1,0,0,3,12,0,0,116,0,0,20,63,25,64,1,1,1,10790,12,138,92,1192,0,0,1,0,1,1,27,1,0,0,0,121,0,0
1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,248,7,6,16,30,19,37,1,1,1,12306,0,257,24,137,8,1,1,0,0,1,16,1,0,0,0,234,1,0
1,1,1,0,1,1,0,1,0,0,0,6,4,0,0,55,0,0,17,24,6,50,1,1,1,8584,0,57,36,345,0,0,1,0,1,0,18,0,0,0,0,35,0,0
1,1,1,0,0,1,0,0,0,0,0,5,28,0,0,163,0,0,75,39,44,26,1,1,1,4872,6,157,31,304,12,1,1,1,1,0,16,1,0,1,3,16,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,13,0,0,51,1,0,1,679,0,24,0,24,0,1,0,0,0,0,9,0,0,0,0,9,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,0,9,6,20,70,1,1,1,2109,0,44,31,55,0,1,0,0,0,0,11,0,0,0,0,13,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53,0,0,4,7,17,55,1,1,0,2281,0,64,4,80,0,1,0,0,0,0,27,1,0,0,0,21,0,0
1,1,1,0,0,1,0,0,0,0,0,2,3,1,0,21,0,0,6,19,42,103,1,1,1,2224,1,38,17,84,0,1,1,0,0,1,11,0,0,0,0,22,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,1,0,0,1,0,0,9,2,0,0,125,0,0,13,5,14,65,1,1,0,8143,0,220,27,149,24,0,1,0,1,0,11,1,0,0,0,70,0,0
1,1,1,0,0,1,0,0,1,0,0,329,18,0,0,847,0,0,12,5,23,3,0,1,1,36763,0,967,105,625,0,1,1,0,1,1,28,1,0,0,0,565,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,1,0,1,1,0,0,12,2,0,0,42,0,0,21,17,24,60,0,1,1,5361,1,78,14,130,7,1,1,0,1,1,22,1,0,0,0,118,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57,0,0,10,38,15,10,1,1,1,3639,0,119,39,189,0,0,0,0,0,0,6,0,0,0,0,14,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,0,1,1,174,0,0,662,0,0,8,31,11,32,1,1,1,22988,169,525,18,526,0,1,1,0,1,1,11,1,0,0,4,105,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,1,1,0,0,8,2,0,16,19,0,0,2,17,11,21,1,1,1,3352,1,34,7,53,0,0,1,0,0,1,2,0,0,0,0,3,0,0
1,1,1,0,0,1,0,0,1,1,1,2,46,0,0,17,0,0,15,187,15,58,1,0,1,15684,1,182,79,539,0,1,1,0,1,0,317,1,0,0,127,14,0,0
1,1,1,0,0,1,0,1,0,0,0,3,4,0,0,283,8,57,28,2,6,18,1,1,1,15236,2,476,129,143,101,1,1,1,0,1,21,1,0,0,0,8,3,0
1,1,1,0,0,1,0,0,0,0,0,5,6,0,0,231,0,0,34,44,21,65,0,1,1,28155,0,314,55,462,0,0,1,0,0,1,8,0,0,1,80,49,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,1,0,0,1,0,0,6,0,0,0,692,0,0,5,40,9,55,0,1,0,19051,0,750,21,121,0,1,1,0,0,1,15,1,0,0,0,12,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,1,0,1,0,0,1,3,1,0,0,7,0,0,7,14,12,50,1,1,1,3262,0,35,23,154,0,1,1,0,1,1,11,0,0,0,1,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,1,1,0,1,0,0,45,33,0,0,24,7,15,22,68,24,24,1,1,0,9524,32,27,4,1988,0,1,1,1,0,1,21,1,0,0,0,114,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,21,8,27,27,0,0,0,892,0,30,6,60,0,0,0,0,0,0,22,0,0,0,0,8,0,0
1,1,1,0,0,1,0,1,0,0,0,2,4,0,0,42,0,0,4,17,6,60,1,1,1,4947,0,70,1,38,0,0,1,0,0,0,23,0,0,0,0,7,0,0
0,1,1,0,0,1,1,0,1,0,0,7,1,0,0,11,0,5,4,4,3,0,0,0,0,1173,0,8,2,49,0,1,1,0,0,1,3,0,0,0,0,3,2,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,7,49,0,0,0,35420,0,57,13,377,13,0,0,1,1,0,23,0,0,0,0,46,0,0
1,1,1,0,1,1,0,1,1,0,0,26,1,0,0,237,0,0,16,177,28,47,1,1,1,22652,0,194,8,234,0,1,1,1,0,1,21,1,0,0,0,145,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,1,0,0,0,0,0,2,1,0,14,86,0,0,12,15,75,17,1,1,1,5325,1,103,5,162,0,1,1,0,1,0,6,1,0,0,0,32,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,1,4,27,0,1,0,132,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,1,0,0,18,131,0,0,83,0,0,23,103,24,61,1,1,1,24019,61,289,163,788,0,1,1,0,1,1,9,1,0,0,0,260,0,0
1,1,1,0,0,1,0,1,1,0,1,9,12,0,159,374,0,0,19,114,19,52,1,1,1,22273,4,393,63,413,0,1,1,0,1,1,13,1,0,1,0,88,0,0
1,0,1,1,0,1,0,0,0,0,1,0,1,2,0,38,0,0,4,25,22,25,1,1,0,3101,1,104,140,355,0,1,0,0,1,0,4,1,0,0,6,55,0,0
1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,34,0,0,14,15,6,56,1,1,1,2736,3,59,29,121,0,1,0,0,0,0,17,1,0,1,34,34,0,0
1,1,1,0,1,1,0,0,0,0,0,2,1,0,0,51,0,0,28,21,120,36,1,1,0,4633,1,89,18,228,0,1,1,0,1,0,34,1,0,0,0,91,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,3,2,30,1,0,0,651,0,21,3,42,0,0,0,0,0,0,14,0,0,0,0,11,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84,0,0,9,7,6,65,1,1,1,2499,0,96,3,23,0,1,0,0,0,0,7,1,0,0,0,12,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,0,0,0,1,5,0,0,75,0,0,9,76,14,46,1,1,1,19940,0,103,31,270,0,1,1,0,1,0,20,1,0,0,0,15,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,1,18,8,5,1,0,1,3065,0,24,2,9,0,1,0,0,0,0,5,0,0,0,0,2,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,8,0,1,0,311,0,3,2,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,1,0,0,10,5,0,32,13,0,0,11,5,24,87,1,1,1,4699,5,44,6,197,0,1,1,0,1,1,3,1,0,1,1,25,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,11,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,0,0,1,7,0,4,15,0,0,22,9,15,2,1,1,1,1501,1,29,5,81,0,1,1,0,0,0,18,1,0,0,0,39,0,0
0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,335,1,1,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,677,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,1,1,0,0,9,8,0,0,150,0,0,21,8,29,55,1,0,0,15161,1,208,31,212,0,1,1,0,1,1,33,0,0,1,2,28,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,0,0,10,0,0,79,0,0,20,45,8,83,1,1,1,8945,0,120,2,44,0,1,1,1,0,0,20,0,0,0,0,30,0,0
1,1,1,0,1,1,0,0,1,0,0,14,1,0,47,160,0,3,18,26,30,61,1,1,1,20386,0,358,71,789,16,1,1,0,0,1,31,1,0,1,0,541,1,0
1,1,1,0,0,1,0,0,1,0,1,2,1,0,0,8,0,0,20,0,29,55,1,1,1,13290,0,305,44,733,0,0,0,0,1,0,15,1,0,0,2,21,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,1,1,0,0,2,5,0,0,12,0,0,6,2,3,53,0,1,1,905,0,25,0,33,0,1,1,0,0,0,16,1,0,0,0,2,0,0
1,1,0,0,1,1,0,0,1,0,0,12,0,0,0,0,0,0,2,1,4,101,0,0,0,547,0,16,1,5,0,1,1,0,0,0,6,1,0,0,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,8,6,0,0,0,255,0,21,1,13,0,0,1,0,0,0,13,0,0,0,0,8,1,0
1,1,1,0,0,1,0,0,0,0,0,1,1,0,2,62,0,0,11,0,6,30,1,1,0,2331,1,97,40,207,0,1,1,0,0,1,5,1,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,1,1,0,0,0,0,0,21,0,0,7,326,0,2,3,0,1,15,1,0,1,7231,0,359,0,90,0,0,1,0,0,0,4,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,1,0,0,0,0,0,4,18,0,31,119,0,0,10,124,6,0,1,1,1,8107,15,289,85,804,0,0,1,0,1,1,4,1,0,1,80,265,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,1,1,1,1,0,0,13,0,0,0,88,0,0,12,0,17,66,1,1,1,9191,0,163,62,342,0,0,0,0,0,1,18,1,0,1,6,39,0,0
1,1,1,0,0,1,0,0,0,0,0,1,6,0,0,49,4,31,22,82,8,10,0,1,0,6008,5,116,0,108,0,1,1,0,0,1,5,1,0,0,0,162,2,0
1,0,1,0,0,1,0,0,0,0,0,0,32,0,0,22,0,0,41,17,19,51,1,1,1,2566,18,53,14,121,0,0,0,0,1,0,20,1,0,0,0,35,0,0
1,1,1,0,1,1,0,1,1,0,0,4,2,0,0,54,0,0,11,65,13,81,1,1,0,12160,0,202,66,312,9,1,1,0,0,0,28,1,0,1,46,27,0,0
1,1,1,0,0,1,0,0,0,0,0,4,4,0,0,68,9,29,35,51,5,54,1,1,1,27006,2,32,17,102,0,1,0,0,0,0,18,1,0,0,0,76,3,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,359,0,0,10,2,15,11,1,0,0,27090,0,147,48,666,0,0,0,0,0,0,3,1,0,0,0,131,0,0
1,1,1,0,0,1,0,0,0,0,0,1,20,0,0,174,0,5,11,62,10,56,1,1,1,32950,10,106,18,174,11,1,1,0,0,0,21,1,0,1,5,71,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,27,4,22,98,1,1,1,1467,0,15,1,46,0,1,0,0,0,0,4,0,0,0,0,7,0,0
1,1,0,0,0,1,0,0,0,0,0,10,0,0,0,3,0,0,7,0,24,30,0,0,0,4337,0,268,235,289,0,0,0,0,0,1,8,0,0,0,0,930,0,0
1,1,1,0,1,1,0,0,0,0,0,4,5,0,0,35,0,0,24,0,60,88,0,1,1,13973,0,277,66,492,0,1,1,0,0,0,22,1,0,0,0,192,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,14,0,0,0,118,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,61,0,0,0,140,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,1,0,12,0,0,5,0,0,14,65,11,99,1,1,1,7500,11,50,44,306,0,0,0,0,1,0,15,0,0,0,5,19,0,0
1,1,1,0,0,1,0,0,1,0,0,3,15,0,0,278,0,0,13,61,20,50,1,1,1,12586,2,291,19,291,1,1,1,0,0,1,13,1,0,1,16,21,0,0
1,1,1,0,1,1,0,0,0,0,0,3,3,0,0,159,7,6,36,63,38,52,1,1,1,27647,2,613,86,815,0,1,1,0,1,1,17,1,0,0,0,278,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,1,0,1,4,7,0,0,52,0,0,10,38,34,37,1,1,1,6598,4,82,13,186,7,1,1,0,0,1,18,1,0,1,32,65,0,0
1,1,1,0,0,1,1,1,1,0,0,14,1,0,0,70,0,0,15,7,13,35,1,0,1,8418,0,94,26,72,22,1,1,0,0,0,5,0,0,0,0,52,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,3,9,3,36,1,1,0,535,0,34,16,30,0,1,0,0,0,0,11,1,0,0,0,0,0,0
1,1,1,0,0,1,0,0,1,0,0,2,3,0,0,0,0,0,13,12,14,67,1,1,0,1787,0,45,36,122,0,1,1,0,1,1,17,1,0,1,7,13,0,0
1,1,1,0,1,1,0,0,1,0,0,13,2,0,0,165,0,0,33,6,100,52,1,1,1,16530,0,589,90,445,99,1,1,0,1,1,21,1,0,0,0,139,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0,1,0,0,6,119,0,0,15,9,67,66,1,1,1,14178,0,149,36,169,0,0,0,0,1,0,6,0,0,0,0,37,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,1,0,0,6,1,0,0,142,0,0,3,10,34,34,0,1,0,16877,0,810,278,1385,0,0,1,0,0,1,14,0,0,0,0,526,0,0
1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,82,0,0,21,41,21,63,1,1,1,4773,0,86,94,186,0,1,1,0,0,0,17,1,0,0,0,20,0,0
1,1,1,0,1,1,0,0,0,0,0,6,2,1,12,35,0,0,8,18,9,47,1,0,0,3118,2,116,33,153,0,0,1,0,1,1,26,1,0,0,0,52,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,47,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
