has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,label
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,42,0,0,9,0,13,4,0,0,0,731,0,31,27,135,0,1,0,0,0,1,7,0,0,0,0,16,0,0
1,1,1,0,0,1,1,1,1,0,0,9,1,0,0,0,0,0,2,0,2,23,0,0,0,742,1,10,8,86,0,0,1,0,0,1,3,0,0,0,0,1,0,1
1,1,1,0,0,1,0,0,0,0,0,2,4,0,0,80,0,0,12,34,8,60,1,1,1,6682,3,94,49,147,0,1,0,0,0,1,17,1,0,0,0,47,0,0
1,1,1,0,1,1,1,1,1,0,0,15,10,0,0,42,0,0,13,22,30,60,1,1,0,11495,6,74,126,251,0,0,1,0,0,1,20,1,0,0,0,20,0,0
1,0,1,0,0,1,0,0,0,0,0,0,11,0,66,106,11,7,77,54,11,51,1,1,1,10431,10,113,72,97,0,1,1,0,0,0,20,1,0,1,40,11,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,8,6,0,0,0,280,0,20,2,15,0,0,1,0,0,0,4,0,0,0,0,10,1,0
1,1,1,0,1,1,0,0,1,0,0,10,3,0,0,98,0,0,13,13,19,27,1,1,1,6056,0,131,14,476,0,1,1,0,1,1,15,0,0,1,2,4,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0,0,2,1,22,88,1,1,0,4819,0,82,18,374,0,1,0,0,1,0,12,0,0,1,21,65,0,0
1,1,1,0,0,1,1,1,1,0,0,9,18,0,0,125,0,0,9,16,26,7,1,1,1,10571,5,252,21,333,0,1,1,0,1,1,8,0,0,1,24,37,1,0
1,0,1,0,0,1,0,0,0,0,0,0,13,0,0,131,0,0,28,13,28,41,1,1,1,5271,10,145,35,139,0,0,0,0,1,0,41,1,0,0,0,56,0,0
1,1,1,0,0,1,0,0,0,0,0,2,3,0,0,36,0,0,9,17,7,27,0,1,1,6214,1,81,12,208,0,1,1,0,0,0,5,1,0,0,0,35,0,0
1,1,1,1,0,1,0,0,0,0,0,1,5,1,0,291,0,0,50,44,66,35,1,1,1,5998,0,300,40,301,0,1,1,0,1,0,4,1,0,0,0,73,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,0,0,41,60,12,36,1,1,0,6314,0,144,31,471,31,1,0,0,1,0,28,1,0,0,0,54,0,0
1,1,1,0,0,1,0,0,0,0,0,5,13,0,0,55,0,0,12,27,17,48,1,0,1,1882,2,58,2,119,0,0,1,0,0,1,4,0,0,0,0,10,0,0
1,1,1,0,1,1,0,0,0,0,0,2,3,0,37,40,0,0,43,44,12,60,1,1,1,7118,2,105,34,184,0,1,1,0,0,1,27,1,0,1,31,14,0,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,5,5,13,5,0,0,0,1639,0,35,41,100,0,0,0,0,0,0,11,0,0,0,1,22,0,0
1,1,1,0,0,1,0,1,1,0,0,9,9,0,0,89,0,0,22,71,15,57,1,1,1,8958,3,147,24,215,0,1,1,0,1,1,14,1,0,0,0,21,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,1,0,1,17,0,0,170,0,0,38,3,48,46,1,1,1,10912,16,333,59,580,0,1,1,0,0,1,12,1,0,1,25,327,0,0
1,1,1,0,0,1,0,0,1,0,0,2,1,0,5,47,0,0,5,37,38,87,0,1,1,2162,0,90,12,84,0,1,1,0,0,1,8,1,0,0,0,52,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,0,0,22,0,0,146,0,0,51,36,70,68,1,1,1,11633,0,175,131,693,0,1,0,0,1,0,19,1,0,1,68,135,0,0
1,1,0,0,1,1,1,0,1,0,0,35,0,0,7,53,0,468,14,0,202,57,0,1,1,36137,0,785,429,246,0,0,1,0,0,1,8,0,0,0,0,161,82,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,0,0,4,243,0,0,815,0,0,33,44,12,148,0,1,1,91259,31,999,132,1959,0,1,1,0,0,1,22,1,0,1,26,1310,0,0
1,1,1,0,0,1,0,1,1,0,0,10,4,0,0,18,3,7,51,6,41,24,0,1,1,7723,2,123,35,721,4,0,1,0,0,0,23,1,0,0,0,216,1,0
1,1,1,0,1,1,1,1,1,0,0,26,2,0,0,83,0,0,26,4,47,10,1,1,1,7371,2,197,31,161,0,1,1,0,1,1,27,1,0,0,0,46,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,1,0,0,1,0,1,39,2,0,0,87,0,0,13,0,26,48,1,1,1,2412,1,137,41,185,0,0,1,0,0,1,4,1,0,0,1,12,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,1,1,1,1,0,0,35,6,0,0,40,0,0,40,115,51,45,1,1,1,11343,2,232,72,241,0,1,1,1,1,1,34,1,0,1,62,88,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,21,0,0,19,17,22,32,0,0,1,3427,1,44,18,119,0,1,0,0,1,0,6,0,0,0,0,10,0,0
1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,10,0,0,2,6,2,42,1,0,1,634,0,14,2,23,0,0,1,0,0,1,13,0,0,0,0,4,0,0
1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,28,0,0,9,15,2,37,1,1,1,4261,0,72,12,59,0,1,1,0,0,1,13,1,0,0,0,14,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,19,0,0,6,8,10,51,1,0,1,1288,1,28,11,41,0,1,0,0,0,0,6,1,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,1,0,0,0,0,0,4,3,0,0,84,0,0,39,0,64,15,1,0,0,6340,0,225,40,711,0,0,1,0,1,1,30,1,0,0,0,21,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,17,61,0,0,0,64,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,1,0,0,2,1,0,2,121,0,0,22,50,20,66,0,1,1,19132,1,367,92,740,0,1,1,0,0,1,26,0,0,1,83,116,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,1,0,0,61,0,0,71,0,0,16,43,13,63,0,1,1,8635,0,85,136,485,10,1,0,0,0,0,11,1,0,0,0,243,0,0
1,1,1,0,1,1,0,1,1,0,0,17,6,0,0,50,0,0,19,23,30,8,1,1,1,14298,0,166,25,163,4,1,1,1,1,0,24,1,0,1,2,16,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,1,1,0,0,8,2,0,16,19,0,0,2,17,11,21,1,1,1,3352,1,34,7,53,0,0,1,0,0,1,2,0,0,0,0,3,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,21,0,0,0,878,0,21,32,58,0,0,0,0,0,0,5,0,0,0,0,6,0,0
1,1,1,1,0,1,1,1,0,0,0,6,28,3,0,0,0,0,17,43,19,67,1,1,1,6036,0,102,34,105,24,1,1,0,1,0,21,0,0,0,0,8,0,0
1,1,1,0,0,1,0,0,1,0,0,3,14,0,0,652,0,0,45,6,6,76,1,1,1,22589,11,1030,125,313,0,0,1,0,0,0,12,1,0,0,0,990,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,1,1,0,0,12,2,0,0,49,0,0,57,42,77,65,1,1,1,6191,0,129,22,722,10,0,1,1,1,1,45,1,0,0,0,25,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,0,0,2,4,0,0,12,0,0,85,17,14,58,0,1,1,2479,1,25,29,102,0,1,0,0,1,1,17,0,0,1,58,33,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,8,6,0,0,0,291,0,20,2,15,0,0,1,0,0,0,4,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,1,0,7,0,0,59,0,0,61,29,15,50,0,1,1,5699,7,121,49,352,0,1,0,0,0,0,20,1,0,1,16,39,0,0
1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,16,0,0,45,17,122,59,1,1,1,4818,0,51,4,206,0,1,1,0,1,0,22,1,0,0,0,26,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,0,0,5,4,0,28,0,0,0,10,7,10,52,1,0,0,2404,2,15,2,50,0,1,1,1,1,0,11,0,0,0,0,14,0,0
1,1,1,0,1,1,0,1,0,0,0,2,2,0,0,19,0,0,18,37,34,41,1,1,0,7581,2,67,51,133,0,1,1,0,0,0,3,1,0,0,0,13,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,6,0,0,33,0,16,43,0,0,0,261,0,8,1,15,0,1,0,0,0,0,15,1,0,0,0,0,0,0
1,1,1,0,0,1,0,0,1,0,0,3,5,0,0,64,0,0,4,9,31,63,0,1,0,5352,4,169,52,496,0,1,1,0,1,1,18,1,0,0,0,141,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73,0,0,4,0,13,25,0,0,0,5306,0,164,68,326,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,0,0,0,1,11,0,0,82,0,0,50,16,34,74,1,1,1,9806,0,374,183,289,0,1,1,0,1,0,20,1,0,0,0,56,0,0
1,1,1,0,0,1,0,0,0,0,0,2,5,0,0,22,0,0,26,18,19,39,1,1,0,4687,0,21,1,16,0,1,0,0,0,0,7,0,0,0,0,5,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,17,2,20,3,34,0,1,0,9129,0,34,3,3,0,0,0,0,0,0,4,0,0,0,0,3,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,0,20,0,0,0,156,0,0,2,52,6,59,1,1,1,18700,0,268,5,112,0,1,1,0,0,1,14,0,0,0,0,57,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,1,0,0,0,3,140,0,0,282,0,0,8,17,26,64,0,1,0,17259,14,511,266,984,115,1,1,0,1,0,21,1,0,1,273,1002,0,0
1,1,1,0,1,1,0,1,1,0,0,5,11,0,0,103,0,0,17,63,19,67,0,1,1,9044,1,243,47,204,0,1,1,0,1,1,10,1,0,0,0,16,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0,1,18,0,5,1,1,0,4706,0,29,0,12,0,0,0,0,0,0,3,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,0,0,21,24,14,48,1,1,1,4062,0,68,22,122,0,1,0,0,1,0,13,1,0,0,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,1,0,0,1,0,0,6,2,0,0,257,0,0,6,25,11,56,1,1,1,9809,1,341,45,305,0,1,1,0,1,1,9,1,0,0,0,36,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,12,0,0,0,115,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,19,14,31,20,1,1,0,4681,0,107,13,100,0,1,0,0,0,0,23,1,0,0,0,3,1,0
1,1,1,0,0,1,0,0,1,0,0,9,3,0,0,110,2,2,29,57,18,62,1,1,1,10880,0,119,37,123,0,1,1,0,1,1,20,1,0,1,1,80,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,42,47,0,0,0,48,0,0,2,1,0,0,0,0,1,0,18,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,96,0,0,10,0,9,43,0,0,0,8712,0,180,37,141,0,1,1,0,1,1,13,1,0,0,0,112,0,0
1,1,1,0,0,1,0,0,0,0,0,6,3,0,0,132,0,0,3,26,33,30,1,1,1,3214,0,132,124,230,33,1,0,0,1,1,19,1,0,0,0,44,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,8,0,14,33,0,0,0,169,0,3,0,2,0,0,0,0,1,0,7,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,1,0,1,1,0,0,18,93,0,52,491,0,0,7,29,7,65,1,1,1,16228,93,521,18,720,0,1,1,0,1,1,44,1,0,1,50,20,0,0
1,1,1,0,0,1,0,0,1,0,0,8,2,0,0,45,0,0,10,65,26,58,1,1,1,8476,1,421,275,353,0,1,1,0,0,0,11,1,0,0,0,42,0,0
1,1,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,12,0,24,48,1,0,0,2938,0,39,17,237,0,1,1,0,1,1,9,0,0,0,0,14,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,0,0,11,0,0,99,0,0,48,69,25,32,1,1,1,6708,11,109,49,219,0,1,0,0,0,0,9,1,0,1,125,107,0,0
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,156,0,0,4,43,30,27,0,1,1,28785,0,449,35,502,0,0,0,0,0,1,12,0,0,0,0,196,0,0
1,1,0,0,0,1,0,0,0,0,0,13,0,0,96,108,0,0,27,0,49,92,0,0,0,7685,0,149,59,433,0,1,0,0,1,1,15,0,0,0,0,108,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,64,0,0,6,1,16,35,0,0,1,5942,0,76,1,67,0,1,0,0,0,0,6,0,0,0,0,56,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,1,0,1,1,0,0,7,3,0,12,71,0,0,5,34,8,36,1,1,1,14374,1,122,35,430,0,1,1,0,1,1,6,1,0,1,18,90,0,0
1,1,1,0,0,1,0,0,1,0,0,3,8,0,0,135,0,0,12,21,15,21,1,1,1,12384,5,163,0,352,0,1,1,0,1,0,10,1,0,0,0,30,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,1,0,0,1,0,0,13,6,0,0,154,24,13,11,117,31,128,1,1,1,16671,0,233,44,328,0,0,1,0,0,1,31,1,0,0,0,84,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,296,0,0,2,28,5,19,0,0,1,3727,0,360,61,42,0,0,1,0,0,0,4,0,0,0,0,83,0,0
1,1,0,0,1,1,0,1,1,0,0,9,0,0,0,14,0,0,46,13,57,59,1,1,1,14920,0,438,109,1239,0,1,1,0,0,1,24,1,0,0,0,22,0,0
1,1,1,0,0,1,0,0,0,0,0,1,5,0,0,69,0,0,9,19,22,61,1,1,1,7352,4,135,6,120,0,1,1,0,0,1,5,1,0,0,0,75,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,47,0,0,9,26,36,79,1,1,1,3923,0,67,45,301,0,1,0,0,1,0,15,1,0,0,0,32,0,0
